,Territorio,Indicatori,Tipologia di esercizio,Paese di residenza dei clienti,TIME,Value
19495,Cuneo,presenze,esercizi extra-alberghieri,Italia,2018-08,139186.0
19496,Cuneo,presenze,esercizi extra-alberghieri,Italia,2018-09,49245.0
19497,Cuneo,presenze,esercizi extra-alberghieri,Italia,2018-10,33070.0
19498,Cuneo,presenze,esercizi extra-alberghieri,Italia,2018-11,28427.0
19499,Cuneo,presenze,esercizi extra-alberghieri,Italia,2018-12,33743.0
19500,Cuneo,presenze,esercizi extra-alberghieri,Italia,2019-01,23191.0
19501,Cuneo,presenze,esercizi extra-alberghieri,Italia,2019-02,22041.0
19502,Cuneo,presenze,esercizi extra-alberghieri,Italia,2019-03,27560.0
19503,Cuneo,presenze,esercizi extra-alberghieri,Italia,2019-04,32763.0
19504,Cuneo,presenze,esercizi extra-alberghieri,Italia,2019-05,28436.0
19505,Cuneo,presenze,esercizi extra-alberghieri,Italia,2019-06,52251.0
19506,Cuneo,presenze,esercizi extra-alberghieri,Italia,2019-07,94215.0
19507,Cuneo,presenze,esercizi extra-alberghieri,Italia,2019-08,152321.0
19508,Cuneo,presenze,esercizi extra-alberghieri,Italia,2019-09,45937.0
19509,Cuneo,presenze,esercizi extra-alberghieri,Italia,2019-10,31342.0
19510,Cuneo,presenze,esercizi extra-alberghieri,Italia,2019-11,30340.0
19511,Cuneo,presenze,esercizi extra-alberghieri,Italia,2019-12,36047.0
19512,Cuneo,presenze,esercizi extra-alberghieri,Italia,2020-01,19730.0
19513,Cuneo,presenze,esercizi extra-alberghieri,Italia,2020-02,15718.0
19514,Cuneo,presenze,esercizi extra-alberghieri,Italia,2020-03,8716.0
19515,Cuneo,presenze,esercizi extra-alberghieri,Italia,2020-04,4532.0
19516,Cuneo,presenze,esercizi extra-alberghieri,Italia,2020-05,7404.0
19517,Cuneo,presenze,esercizi extra-alberghieri,Italia,2020-06,43103.0
19518,Cuneo,presenze,esercizi extra-alberghieri,Italia,2020-07,79564.0
19519,Cuneo,presenze,esercizi extra-alberghieri,Italia,2020-08,131272.0
19520,Cuneo,presenze,esercizi extra-alberghieri,Italia,2020-09,52089.0
19521,Cuneo,presenze,esercizi extra-alberghieri,Italia,2020-10,37187.0
19522,Cuneo,presenze,esercizi extra-alberghieri,Italia,2020-11,8502.0
19523,Cuneo,presenze,esercizi extra-alberghieri,Italia,2020-12,8267.0
19524,Cuneo,presenze,esercizi extra-alberghieri,Italia,2021-01,8429.0
19525,Cuneo,presenze,esercizi extra-alberghieri,Italia,2021-02,13244.0
19526,Cuneo,presenze,esercizi extra-alberghieri,Italia,2021-03,11201.0
19527,Cuneo,presenze,esercizi extra-alberghieri,Italia,2021-04,11785.0
19528,Cuneo,presenze,esercizi extra-alberghieri,Italia,2021-05,30591.0
19529,Cuneo,presenze,esercizi extra-alberghieri,Italia,2021-06,47623.0
19530,Cuneo,presenze,esercizi extra-alberghieri,Italia,2021-07,80773.0
19531,Cuneo,presenze,esercizi extra-alberghieri,Italia,2021-08,126669.0
19532,Cuneo,presenze,esercizi extra-alberghieri,Italia,2021-09,48418.0
19533,Cuneo,presenze,esercizi extra-alberghieri,Italia,2021-10,46234.0
19534,Cuneo,presenze,esercizi extra-alberghieri,Italia,2021-11,32811.0
19535,Cuneo,presenze,esercizi extra-alberghieri,Italia,2021-12,26940.0
19536,Novara,presenze,esercizi alberghieri,Mondo,2016-01,28477.0
19537,Novara,presenze,esercizi alberghieri,Mondo,2016-02,32164.0
19538,Novara,presenze,esercizi alberghieri,Mondo,2016-03,43334.0
19539,Novara,presenze,esercizi alberghieri,Mondo,2016-04,55801.0
19540,Novara,presenze,esercizi alberghieri,Mondo,2016-05,70624.0
19541,Novara,presenze,esercizi alberghieri,Mondo,2016-06,66212.0
19542,Novara,presenze,esercizi alberghieri,Mondo,2016-07,77641.0
19543,Novara,presenze,esercizi alberghieri,Mondo,2016-08,82857.0
19544,Novara,presenze,esercizi alberghieri,Mondo,2016-09,82586.0
19545,Novara,presenze,esercizi alberghieri,Mondo,2016-10,67342.0
19546,Novara,presenze,esercizi alberghieri,Mondo,2016-11,35989.0
19547,Novara,presenze,esercizi alberghieri,Mondo,2016-12,31920.0
19548,Novara,presenze,esercizi alberghieri,Mondo,2017-01,29889.0
19549,Novara,presenze,esercizi alberghieri,Mondo,2017-02,31692.0
19550,Novara,presenze,esercizi alberghieri,Mondo,2017-03,42817.0
19551,Novara,presenze,esercizi alberghieri,Mondo,2017-04,70226.0
19552,Novara,presenze,esercizi alberghieri,Mondo,2017-05,72490.0
19553,Novara,presenze,esercizi alberghieri,Mondo,2017-06,77915.0
19554,Novara,presenze,esercizi alberghieri,Mondo,2017-07,91803.0
19555,Novara,presenze,esercizi alberghieri,Mondo,2017-08,92834.0
19556,Novara,presenze,esercizi alberghieri,Mondo,2017-09,88050.0
19557,Novara,presenze,esercizi alberghieri,Mondo,2017-10,72004.0
19558,Novara,presenze,esercizi alberghieri,Mondo,2017-11,40089.0
19559,Novara,presenze,esercizi alberghieri,Mondo,2017-12,37482.0
19560,Novara,presenze,esercizi alberghieri,Mondo,2018-01,32455.0
19561,Novara,presenze,esercizi alberghieri,Mondo,2018-02,34664.0
19562,Novara,presenze,esercizi alberghieri,Mondo,2018-03,51457.0
19563,Novara,presenze,esercizi alberghieri,Mondo,2018-04,69432.0
19564,Novara,presenze,esercizi alberghieri,Mondo,2018-05,76825.0
19565,Novara,presenze,esercizi alberghieri,Mondo,2018-06,85627.0
19566,Novara,presenze,esercizi alberghieri,Mondo,2018-07,88238.0
19567,Novara,presenze,esercizi alberghieri,Mondo,2018-08,87656.0
19568,Novara,presenze,esercizi alberghieri,Mondo,2018-09,85515.0
19569,Novara,presenze,esercizi alberghieri,Mondo,2018-10,67038.0
19570,Novara,presenze,esercizi alberghieri,Mondo,2018-11,44171.0
19571,Novara,presenze,esercizi alberghieri,Mondo,2018-12,42182.0
19572,Novara,presenze,esercizi alberghieri,Mondo,2019-01,34123.0
19573,Novara,presenze,esercizi alberghieri,Mondo,2019-02,35226.0
19574,Novara,presenze,esercizi alberghieri,Mondo,2019-03,46229.0
19575,Novara,presenze,esercizi alberghieri,Mondo,2019-04,62875.0
19576,Novara,presenze,esercizi alberghieri,Mondo,2019-05,72015.0
19577,Novara,presenze,esercizi alberghieri,Mondo,2019-06,83513.0
19578,Novara,presenze,esercizi alberghieri,Mondo,2019-07,88642.0
19579,Novara,presenze,esercizi alberghieri,Mondo,2019-08,97805.0
19580,Novara,presenze,esercizi alberghieri,Mondo,2019-09,93152.0
19581,Novara,presenze,esercizi alberghieri,Mondo,2019-10,76337.0
19582,Novara,presenze,esercizi alberghieri,Mondo,2019-11,50618.0
19583,Novara,presenze,esercizi alberghieri,Mondo,2019-12,47406.0
19584,Novara,presenze,esercizi alberghieri,Mondo,2020-01,36478.0
19585,Novara,presenze,esercizi alberghieri,Mondo,2020-02,34342.0
19586,Novara,presenze,esercizi alberghieri,Mondo,2020-03,9205.0
19587,Novara,presenze,esercizi alberghieri,Mondo,2020-04,3870.0
19588,Novara,presenze,esercizi alberghieri,Mondo,2020-05,9827.0
19589,Novara,presenze,esercizi alberghieri,Mondo,2020-06,22445.0
19590,Novara,presenze,esercizi alberghieri,Mondo,2020-07,43041.0
19591,Novara,presenze,esercizi alberghieri,Mondo,2020-08,58980.0
19592,Novara,presenze,esercizi alberghieri,Mondo,2020-09,51334.0
19593,Novara,presenze,esercizi alberghieri,Mondo,2020-10,42517.0
19594,Novara,presenze,esercizi alberghieri,Mondo,2020-11,18994.0
19595,Novara,presenze,esercizi alberghieri,Mondo,2020-12,15945.0
19596,Novara,presenze,esercizi alberghieri,Mondo,2021-01,17423.0
19597,Novara,presenze,esercizi alberghieri,Mondo,2021-02,30253.0
19598,Novara,presenze,esercizi alberghieri,Mondo,2021-03,27523.0
19599,Novara,presenze,esercizi alberghieri,Mondo,2021-04,21356.0
19600,Novara,presenze,esercizi alberghieri,Mondo,2021-05,34880.0
19601,Novara,presenze,esercizi alberghieri,Mondo,2021-06,45596.0
19602,Novara,presenze,esercizi alberghieri,Mondo,2021-07,69941.0
19603,Novara,presenze,esercizi alberghieri,Mondo,2021-08,87447.0
19604,Novara,presenze,esercizi alberghieri,Mondo,2021-09,69820.0
19605,Novara,presenze,esercizi alberghieri,Mondo,2021-10,56840.0
19606,Novara,presenze,esercizi alberghieri,Mondo,2021-11,39515.0
19607,Novara,presenze,esercizi alberghieri,Mondo,2021-12,32005.0
19608,Novara,presenze,esercizi alberghieri,Paesi esteri,2008-01,13220.0
19609,Novara,presenze,esercizi alberghieri,Paesi esteri,2008-02,13412.0
19610,Novara,presenze,esercizi alberghieri,Paesi esteri,2008-03,19464.0
19611,Novara,presenze,esercizi alberghieri,Paesi esteri,2008-04,28078.0
19612,Novara,presenze,esercizi alberghieri,Paesi esteri,2008-05,39496.0
19613,Novara,presenze,esercizi alberghieri,Paesi esteri,2008-06,30162.0
19614,Novara,presenze,esercizi alberghieri,Paesi esteri,2008-07,40716.0
19615,Novara,presenze,esercizi alberghieri,Paesi esteri,2008-08,31497.0
19616,Novara,presenze,esercizi alberghieri,Paesi esteri,2008-09,42598.0
19617,Novara,presenze,esercizi alberghieri,Paesi esteri,2008-10,27388.0
19618,Novara,presenze,esercizi alberghieri,Paesi esteri,2008-11,15516.0
19619,Novara,presenze,esercizi alberghieri,Paesi esteri,2008-12,10774.0
19620,Novara,presenze,esercizi alberghieri,Paesi esteri,2009-01,10010.0
19621,Novara,presenze,esercizi alberghieri,Paesi esteri,2009-02,11269.0
19622,Novara,presenze,esercizi alberghieri,Paesi esteri,2009-03,16747.0
19623,Novara,presenze,esercizi alberghieri,Paesi esteri,2009-04,23245.0
19624,Novara,presenze,esercizi alberghieri,Paesi esteri,2009-05,35358.0
19625,Novara,presenze,esercizi alberghieri,Paesi esteri,2009-06,28139.0
19626,Novara,presenze,esercizi alberghieri,Paesi esteri,2009-07,31318.0
19627,Novara,presenze,esercizi alberghieri,Paesi esteri,2009-08,32249.0
19628,Novara,presenze,esercizi alberghieri,Paesi esteri,2009-09,37080.0
19629,Novara,presenze,esercizi alberghieri,Paesi esteri,2009-10,21259.0
19630,Novara,presenze,esercizi alberghieri,Paesi esteri,2009-11,9571.0
19631,Novara,presenze,esercizi alberghieri,Paesi esteri,2009-12,7882.0
19632,Novara,presenze,esercizi alberghieri,Paesi esteri,2010-01,8811.0
19633,Novara,presenze,esercizi alberghieri,Paesi esteri,2010-02,10392.0
19634,Novara,presenze,esercizi alberghieri,Paesi esteri,2010-03,15916.0
19635,Novara,presenze,esercizi alberghieri,Paesi esteri,2010-04,27748.0
19636,Novara,presenze,esercizi alberghieri,Paesi esteri,2010-05,37334.0
19637,Novara,presenze,esercizi alberghieri,Paesi esteri,2010-06,32648.0
19638,Novara,presenze,esercizi alberghieri,Paesi esteri,2010-07,40115.0
19639,Novara,presenze,esercizi alberghieri,Paesi esteri,2010-08,37534.0
19640,Novara,presenze,esercizi alberghieri,Paesi esteri,2010-09,45479.0
19641,Novara,presenze,esercizi alberghieri,Paesi esteri,2010-10,24093.0
19642,Novara,presenze,esercizi alberghieri,Paesi esteri,2010-11,12572.0
19643,Novara,presenze,esercizi alberghieri,Paesi esteri,2010-12,12392.0
19644,Novara,presenze,esercizi alberghieri,Paesi esteri,2011-01,10598.0
19645,Novara,presenze,esercizi alberghieri,Paesi esteri,2011-02,12970.0
19646,Novara,presenze,esercizi alberghieri,Paesi esteri,2011-03,15630.0
19647,Novara,presenze,esercizi alberghieri,Paesi esteri,2011-04,31449.0
19648,Novara,presenze,esercizi alberghieri,Paesi esteri,2011-05,33989.0
19649,Novara,presenze,esercizi alberghieri,Paesi esteri,2011-06,41017.0
19650,Novara,presenze,esercizi alberghieri,Paesi esteri,2011-07,45462.0
19651,Novara,presenze,esercizi alberghieri,Paesi esteri,2011-08,46324.0
19652,Novara,presenze,esercizi alberghieri,Paesi esteri,2011-09,46432.0
19653,Novara,presenze,esercizi alberghieri,Paesi esteri,2011-10,29441.0
19654,Novara,presenze,esercizi alberghieri,Paesi esteri,2011-11,14867.0
19655,Novara,presenze,esercizi alberghieri,Paesi esteri,2011-12,11793.0
19656,Novara,presenze,esercizi alberghieri,Paesi esteri,2012-01,9349.0
19657,Novara,presenze,esercizi alberghieri,Paesi esteri,2012-02,11106.0
19658,Novara,presenze,esercizi alberghieri,Paesi esteri,2012-03,14908.0
19659,Novara,presenze,esercizi alberghieri,Paesi esteri,2012-04,27951.0
19660,Novara,presenze,esercizi alberghieri,Paesi esteri,2012-05,40776.0
19661,Novara,presenze,esercizi alberghieri,Paesi esteri,2012-06,32819.0
19662,Novara,presenze,esercizi alberghieri,Paesi esteri,2012-07,44008.0
19663,Novara,presenze,esercizi alberghieri,Paesi esteri,2012-08,46371.0
19664,Novara,presenze,esercizi alberghieri,Paesi esteri,2012-09,43970.0
19665,Novara,presenze,esercizi alberghieri,Paesi esteri,2012-10,25773.0
19666,Novara,presenze,esercizi alberghieri,Paesi esteri,2012-11,13534.0
19667,Novara,presenze,esercizi alberghieri,Paesi esteri,2012-12,10281.0
19668,Novara,presenze,esercizi alberghieri,Paesi esteri,2013-01,8526.0
19669,Novara,presenze,esercizi alberghieri,Paesi esteri,2013-02,9948.0
19670,Novara,presenze,esercizi alberghieri,Paesi esteri,2013-03,14900.0
19671,Novara,presenze,esercizi alberghieri,Paesi esteri,2013-04,22026.0
19672,Novara,presenze,esercizi alberghieri,Paesi esteri,2013-05,37438.0
19673,Novara,presenze,esercizi alberghieri,Paesi esteri,2013-06,35644.0
19674,Novara,presenze,esercizi alberghieri,Paesi esteri,2013-07,40953.0
19675,Novara,presenze,esercizi alberghieri,Paesi esteri,2013-08,46649.0
19676,Novara,presenze,esercizi alberghieri,Paesi esteri,2013-09,43662.0
19677,Novara,presenze,esercizi alberghieri,Paesi esteri,2013-10,22248.0
19678,Novara,presenze,esercizi alberghieri,Paesi esteri,2013-11,11706.0
19679,Novara,presenze,esercizi alberghieri,Paesi esteri,2013-12,8852.0
19680,Novara,presenze,esercizi alberghieri,Paesi esteri,2014-01,9229.0
19681,Novara,presenze,esercizi alberghieri,Paesi esteri,2014-02,11295.0
19682,Novara,presenze,esercizi alberghieri,Paesi esteri,2014-03,15278.0
19683,Novara,presenze,esercizi alberghieri,Paesi esteri,2014-04,32756.0
19684,Novara,presenze,esercizi alberghieri,Paesi esteri,2014-05,43098.0
19685,Novara,presenze,esercizi alberghieri,Paesi esteri,2014-06,42519.0
19686,Novara,presenze,esercizi alberghieri,Paesi esteri,2014-07,47338.0
19687,Novara,presenze,esercizi alberghieri,Paesi esteri,2014-08,49445.0
19688,Novara,presenze,esercizi alberghieri,Paesi esteri,2014-09,46250.0
19689,Novara,presenze,esercizi alberghieri,Paesi esteri,2014-10,26282.0
19690,Novara,presenze,esercizi alberghieri,Paesi esteri,2014-11,13212.0
19691,Novara,presenze,esercizi alberghieri,Paesi esteri,2014-12,10188.0
19692,Novara,presenze,esercizi alberghieri,Paesi esteri,2015-01,10574.0
19693,Novara,presenze,esercizi alberghieri,Paesi esteri,2015-02,10669.0
19694,Novara,presenze,esercizi alberghieri,Paesi esteri,2015-03,16815.0
19695,Novara,presenze,esercizi alberghieri,Paesi esteri,2015-04,30924.0
19696,Novara,presenze,esercizi alberghieri,Paesi esteri,2015-05,42918.0
19697,Novara,presenze,esercizi alberghieri,Paesi esteri,2015-06,41954.0
19698,Novara,presenze,esercizi alberghieri,Paesi esteri,2015-07,43625.0
19699,Novara,presenze,esercizi alberghieri,Paesi esteri,2015-08,47742.0
19700,Novara,presenze,esercizi alberghieri,Paesi esteri,2015-09,47234.0
19701,Novara,presenze,esercizi alberghieri,Paesi esteri,2015-10,34611.0
19702,Novara,presenze,esercizi alberghieri,Paesi esteri,2015-11,16437.0
19703,Novara,presenze,esercizi alberghieri,Paesi esteri,2015-12,8662.0
19704,Novara,presenze,esercizi alberghieri,Paesi esteri,2016-01,8421.0
19705,Novara,presenze,esercizi alberghieri,Paesi esteri,2016-02,9644.0
19706,Novara,presenze,esercizi alberghieri,Paesi esteri,2016-03,18694.0
19707,Novara,presenze,esercizi alberghieri,Paesi esteri,2016-04,27370.0
19708,Novara,presenze,esercizi alberghieri,Paesi esteri,2016-05,42028.0
19709,Novara,presenze,esercizi alberghieri,Paesi esteri,2016-06,38425.0
19710,Novara,presenze,esercizi alberghieri,Paesi esteri,2016-07,46208.0
19711,Novara,presenze,esercizi alberghieri,Paesi esteri,2016-08,51999.0
19712,Novara,presenze,esercizi alberghieri,Paesi esteri,2016-09,50343.0
19713,Novara,presenze,esercizi alberghieri,Paesi esteri,2016-10,34013.0
19714,Novara,presenze,esercizi alberghieri,Paesi esteri,2016-11,10849.0
19715,Novara,presenze,esercizi alberghieri,Paesi esteri,2016-12,7865.0
19716,Novara,presenze,esercizi alberghieri,Paesi esteri,2017-01,7682.0
19717,Novara,presenze,esercizi alberghieri,Paesi esteri,2017-02,8510.0
19718,Novara,presenze,esercizi alberghieri,Paesi esteri,2017-03,15764.0
19719,Novara,presenze,esercizi alberghieri,Paesi esteri,2017-04,34520.0
19720,Novara,presenze,esercizi alberghieri,Paesi esteri,2017-05,41456.0
19721,Novara,presenze,esercizi alberghieri,Paesi esteri,2017-06,44220.0
19722,Novara,presenze,esercizi alberghieri,Paesi esteri,2017-07,54349.0
19723,Novara,presenze,esercizi alberghieri,Paesi esteri,2017-08,55744.0
19724,Novara,presenze,esercizi alberghieri,Paesi esteri,2017-09,54936.0
19725,Novara,presenze,esercizi alberghieri,Paesi esteri,2017-10,38670.0
19726,Novara,presenze,esercizi alberghieri,Paesi esteri,2017-11,13974.0
19727,Novara,presenze,esercizi alberghieri,Paesi esteri,2017-12,10049.0
19728,Novara,presenze,esercizi alberghieri,Paesi esteri,2018-01,9974.0
19729,Novara,presenze,esercizi alberghieri,Paesi esteri,2018-02,11643.0
19730,Novara,presenze,esercizi alberghieri,Paesi esteri,2018-03,22516.0
19731,Novara,presenze,esercizi alberghieri,Paesi esteri,2018-04,34300.0
19732,Novara,presenze,esercizi alberghieri,Paesi esteri,2018-05,47436.0
19733,Novara,presenze,esercizi alberghieri,Paesi esteri,2018-06,49873.0
19734,Novara,presenze,esercizi alberghieri,Paesi esteri,2018-07,55478.0
19735,Novara,presenze,esercizi alberghieri,Paesi esteri,2018-08,56612.0
19736,Novara,presenze,esercizi alberghieri,Paesi esteri,2018-09,54003.0
19737,Novara,presenze,esercizi alberghieri,Paesi esteri,2018-10,35957.0
19738,Novara,presenze,esercizi alberghieri,Paesi esteri,2018-11,14849.0
19739,Novara,presenze,esercizi alberghieri,Paesi esteri,2018-12,12811.0
19740,Novara,presenze,esercizi alberghieri,Paesi esteri,2019-01,9944.0
19741,Novara,presenze,esercizi alberghieri,Paesi esteri,2019-02,10443.0
19742,Novara,presenze,esercizi alberghieri,Paesi esteri,2019-03,18447.0
19743,Novara,presenze,esercizi alberghieri,Paesi esteri,2019-04,31729.0
19744,Novara,presenze,esercizi alberghieri,Paesi esteri,2019-05,40932.0
19745,Novara,presenze,esercizi alberghieri,Paesi esteri,2019-06,47995.0
19746,Novara,presenze,esercizi alberghieri,Paesi esteri,2019-07,48951.0
19747,Novara,presenze,esercizi alberghieri,Paesi esteri,2019-08,58326.0
19748,Novara,presenze,esercizi alberghieri,Paesi esteri,2019-09,54133.0
19749,Novara,presenze,esercizi alberghieri,Paesi esteri,2019-10,39820.0
19750,Novara,presenze,esercizi alberghieri,Paesi esteri,2019-11,17050.0
19751,Novara,presenze,esercizi alberghieri,Paesi esteri,2019-12,18167.0
19752,Novara,presenze,esercizi alberghieri,Paesi esteri,2020-01,9452.0
19753,Novara,presenze,esercizi alberghieri,Paesi esteri,2020-02,8475.0
19754,Novara,presenze,esercizi alberghieri,Paesi esteri,2020-03,1534.0
19755,Novara,presenze,esercizi alberghieri,Paesi esteri,2020-04,502.0
19756,Novara,presenze,esercizi alberghieri,Paesi esteri,2020-05,1067.0
19757,Novara,presenze,esercizi alberghieri,Paesi esteri,2020-06,3876.0
19758,Novara,presenze,esercizi alberghieri,Paesi esteri,2020-07,14791.0
19759,Novara,presenze,esercizi alberghieri,Paesi esteri,2020-08,23940.0
19760,Novara,presenze,esercizi alberghieri,Paesi esteri,2020-09,18748.0
19761,Novara,presenze,esercizi alberghieri,Paesi esteri,2020-10,13731.0
19762,Novara,presenze,esercizi alberghieri,Paesi esteri,2020-11,4523.0
19763,Novara,presenze,esercizi alberghieri,Paesi esteri,2020-12,2154.0
19764,Novara,presenze,esercizi alberghieri,Paesi esteri,2021-01,2137.0
19765,Novara,presenze,esercizi alberghieri,Paesi esteri,2021-02,3218.0
19766,Novara,presenze,esercizi alberghieri,Paesi esteri,2021-03,4222.0
19767,Novara,presenze,esercizi alberghieri,Paesi esteri,2021-04,4148.0
19768,Novara,presenze,esercizi alberghieri,Paesi esteri,2021-05,7238.0
19769,Novara,presenze,esercizi alberghieri,Paesi esteri,2021-06,13587.0
19770,Novara,presenze,esercizi alberghieri,Paesi esteri,2021-07,33502.0
19771,Novara,presenze,esercizi alberghieri,Paesi esteri,2021-08,46720.0
19772,Novara,presenze,esercizi alberghieri,Paesi esteri,2021-09,33355.0
19773,Novara,presenze,esercizi alberghieri,Paesi esteri,2021-10,19841.0
19774,Novara,presenze,esercizi alberghieri,Paesi esteri,2021-11,9216.0
19775,Novara,presenze,esercizi alberghieri,Paesi esteri,2021-12,5924.0
19776,Verbano-Cusio-Ossola,presenze,esercizi alberghieri,Italia,2008-01,15484.0
19777,Verbano-Cusio-Ossola,presenze,esercizi alberghieri,Italia,2008-02,18748.0
19778,Verbano-Cusio-Ossola,presenze,esercizi alberghieri,Italia,2008-03,23943.0
19779,Verbano-Cusio-Ossola,presenze,esercizi alberghieri,Italia,2008-04,32923.0
19780,Verbano-Cusio-Ossola,presenze,esercizi alberghieri,Italia,2008-05,34146.0
19781,Verbano-Cusio-Ossola,presenze,esercizi alberghieri,Italia,2008-06,34944.0
19782,Verbano-Cusio-Ossola,presenze,esercizi alberghieri,Italia,2008-07,60206.0
19783,Verbano-Cusio-Ossola,presenze,esercizi alberghieri,Italia,2008-08,84158.0
19784,Verbano-Cusio-Ossola,presenze,esercizi alberghieri,Italia,2008-09,35693.0
